 ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
|                          Encoder statistics. This file is generated during first encoding session, new sessions will be appended                                                                                                                                                                                 |
 ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
|     ver     | Date  | Time  |    Sequence                  | QP |  I4  |  I8  | I16  | IC0  | IC1  | IC2  | IC3  | PI4  | PI8  | PI16 |  P0  |  P1  |  P2  |  P3  | P1*4*| P1*8*| P2*4*| P2*8*| P3*4*| P3*8*|  P8  | P8:4 | P4*4*| P4*8*| P8:5 | P8:6 | P8:7 | BI4  | BI8  | BI16 |  B0  |  B1  |  B2  |  B3  | B0*4*| B0*8*| B1*4*| B1*8*| B2*4*| B2*8*| B3*4*| B3*8*|  B8  | B8:0 |B80*4*|B80*8*| B8:4 | B4*4*| B4*8*| B8:5 | B8:6 | B8:7 |
|19.0/(FRExt)| 09-De | 11:42 |                 ./vid/box.yuv| 35 |   117|    75|   108|   203|   108|   130|    54|    39|    66|    90|  1438|   618|    96|   138|   235|   304|    44|    31|    53|    50|   215|   490|   434|    56|   125|   200|    45|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 09-De | 11:44 |                 ./vid/box.yuv| 35 |   117|    75|   108|   203|   108|   130|    54|    39|    66|    90|  1438|   618|    96|   138|   235|   304|    44|    31|    53|    50|   215|   490|   434|    56|   125|   200|    45|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:22 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:22 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:25 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:25 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:28 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:30 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:31 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:33 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:38 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:40 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:44 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:46 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:47 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:50 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:53 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:55 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:57 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:58 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 11:59 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:00 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:05 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:06 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:08 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:12 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:15 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:17 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:21 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:23 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:36 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:37 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:39 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:42 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:43 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:45 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:46 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:47 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 12:54 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 13:35 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 13:41 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 22:02 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 22:03 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 22:12 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 22:25 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 22:27 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
|19.0/(FRExt)| 12-De | 22:45 |                 ./vid/box.yuv| 25 |   185|    48|    67|   213|   142|   121|    48|    86|    34|   104|   707|  1024|   108|   103|   237|   728|    39|    50|    41|    50|   534|  1101|   917|   184|   309|   429|   297|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0|     0| 0|     0|     0|     0|     0|     0|     0|     0|     0|
