These stats, other than Total, are cummulative over previous MBs within each Frame
 ---------|--------|---------|----------|------------|------------|---------|---------|---------|---------|---------|------------|----------|
   Frame  |   MB   |  Total  |   Type   |  P Motion  |  B Motion  |   cbp   |    C    |    y    |    Cb   |    Cr   | Delta quan | Stuffing |
 ---------|--------|---------|----------|------------|------------|---------|---------|---------|---------|---------|------------|----------|
       1  |     63 |       0 |      130 |      116   |        0   |     159 |       0 |       0 |       0 |       0 |      25    |     0    |
       1  |     64 |      13 |      135 |      118   |        0   |     164 |       0 |       0 |       0 |       0 |      26    |     0    |
       1  |     65 |       0 |      135 |      118   |        0   |     164 |       0 |       0 |       0 |       0 |      26    |     0    |
       1  |     66 |       0 |      135 |      118   |        0   |     164 |       0 |       0 |       0 |       0 |      26    |     0    |
       1  |     67 |       0 |      135 |      118   |        0   |     164 |       0 |       0 |       0 |       0 |      26    |     0    |
       1  |     68 |       0 |      135 |      118   |        0   |     164 |       0 |       0 |       0 |       0 |      26    |     0    |
       1  |     69 |      19 |      142 |      120   |        0   |     173 |       0 |       0 |       0 |       0 |      27    |     0    |
       1  |     70 |      13 |      145 |      122   |        0   |     180 |       0 |       0 |       0 |       0 |      28    |     0    |
       1  |     71 |       0 |      145 |      122   |        0   |     180 |       0 |       0 |       0 |       0 |      28    |     0    |
       1  |     72 |       0 |      145 |      122   |        0   |     180 |       0 |       0 |       0 |       0 |      28    |     0    |
       1  |     73 |       0 |      145 |      122   |        0   |     180 |       0 |       0 |       0 |       0 |      28    |     0    |
       1  |     74 |       0 |      145 |      122   |        0   |     180 |       0 |       0 |       0 |       0 |      28    |     0    |
       1  |     75 |       0 |      145 |      122   |        0   |     180 |       0 |       0 |       0 |       0 |      28    |     0    |
       1  |     76 |      17 |      152 |      126   |        0   |     185 |       0 |       0 |       0 |       0 |      29    |     0    |
       1  |     77 |       0 |      152 |      126   |        0   |     185 |       0 |       0 |       0 |       0 |      29    |     0    |
       1  |     78 |       0 |      152 |      126   |        0   |     185 |       0 |       0 |       0 |       0 |      29    |     0    |
       1  |     79 |      11 |      157 |      128   |        0   |     188 |       0 |       0 |       0 |       0 |      30    |     0    |
       1  |     80 |      11 |      160 |      130   |        0   |     193 |       0 |       0 |       0 |       0 |      31    |     0    |
       1  |     81 |      11 |      163 |      132   |        0   |     198 |       0 |       0 |       0 |       0 |      32    |     0    |
       1  |     82 |       0 |      163 |      132   |        0   |     198 |       0 |       0 |       0 |       0 |      32    |     0    |
       1  |     83 |      11 |      167 |      138   |        0   |     199 |       0 |       0 |       0 |       0 |      32    |     0    |
       1  |     84 |       0 |      167 |      138   |        0   |     199 |       0 |       0 |       0 |       0 |      32    |     0    |
       1  |     85 |      15 |      172 |      140   |        0   |     206 |       0 |       0 |       0 |       0 |      33    |     0    |
       1  |     86 |      15 |      177 |      146   |        0   |     209 |       0 |       0 |       0 |       0 |      34    |     0    |
       1  |     87 |       0 |      177 |      146   |        0   |     209 |       0 |       0 |       0 |       0 |      34    |     0    |
       1  |     88 |      19 |      182 |      148   |        0   |     220 |       0 |       0 |       0 |       0 |      35    |     0    |
       1  |     89 |       0 |      182 |      148   |        0   |     220 |       0 |       0 |       0 |       0 |      35    |     0    |
       1  |     90 |       0 |      182 |      148   |        0   |     220 |       0 |       0 |       0 |       0 |      35    |     0    |
       1  |     91 |       0 |      182 |      148   |        0   |     220 |       0 |       0 |       0 |       0 |      35    |     0    |
       1  |     92 |      19 |      189 |      154   |        0   |     225 |       0 |       0 |       0 |       0 |      36    |     0    |
       1  |     93 |       0 |      189 |      154   |        0   |     225 |       0 |       0 |       0 |       0 |      36    |     0    |
       1  |     94 |       0 |      189 |      154   |        0   |     225 |       0 |       0 |       0 |       0 |      36    |     0    |
       1  |     95 |      13 |      194 |      156   |        0   |     230 |       0 |       0 |       0 |       0 |      37    |     0    |
       1  |     96 |       0 |      194 |      156   |        0   |     230 |       0 |       0 |       0 |       0 |      37    |     0    |
       1  |     97 |       0 |      194 |      156   |        0   |     230 |       0 |       0 |       0 |       0 |      37    |     0    |
       1  |     98 |       0 |      194 |      156   |        0   |     230 |       0 |       0 |       0 |       0 |      37    |     0    |
       1  |     99 |       0 |      194 |      156   |        0   |     230 |       0 |       0 |       0 |       0 |      37    |     0    |
       1  |    100 |      17 |      201 |      158   |        0   |     237 |       0 |       0 |       0 |       0 |      38    |     0    |
       1  |    101 |       0 |      201 |      158   |        0   |     237 |       0 |       0 |       0 |       0 |      38    |     0    |
       1  |    102 |       0 |      201 |      158   |        0   |     237 |       0 |       0 |       0 |       0 |      38    |     0    |
       1  |    103 |      15 |      206 |      160   |        0   |     244 |       0 |       0 |       0 |       0 |      39    |     0    |
       1  |    104 |      15 |      209 |      162   |        0   |     253 |       0 |       0 |       0 |       0 |      40    |     0    |
       1  |    105 |       0 |      209 |      162   |        0   |     253 |       0 |       0 |       0 |       0 |      40    |     0    |
       1  |    106 |      11 |      214 |      164   |        0   |     256 |       0 |       0 |       0 |       0 |      41    |     0    |
       1  |    107 |      13 |      217 |      166   |        0   |     263 |       0 |       0 |       0 |       0 |      42    |     0    |
       1  |    108 |      13 |      220 |      168   |        0   |     270 |       0 |       0 |       0 |       0 |      43    |     0    |
       1  |    109 |       0 |      220 |      168   |        0   |     270 |       0 |       0 |       0 |       0 |      43    |     0    |
       1  |    110 |      19 |      225 |      170   |        0   |     281 |       0 |       0 |       0 |       0 |      44    |     0    |
       1  |    111 |       0 |      225 |      170   |        0   |     281 |       0 |       0 |       0 |       0 |      44    |     0    |
       1  |    112 |      15 |      230 |      172   |        0   |     288 |       0 |       0 |       0 |       0 |      45    |     0    |
       1  |    113 |      41 |      241 |      190   |        0   |     299 |       0 |       0 |       0 |       0 |      46    |     0    |
       1  |    114 |      48 |      253 |      218   |        0   |     306 |       0 |       0 |       0 |       0 |      47    |     0    |
       1  |    115 |      13 |      256 |      220   |        0   |     313 |       0 |       0 |       0 |       0 |      48    |     0    |
       1  |    116 |       0 |      256 |      220   |        0   |     313 |       0 |       0 |       0 |       0 |      48    |     0    |
       1  |    117 |       0 |      256 |      220   |        0   |     313 |       0 |       0 |       0 |       0 |      48    |     0    |
       1  |    118 |      15 |      261 |      224   |        0   |     318 |       0 |       0 |       0 |       0 |      49    |     0    |
       1  |    119 |      17 |      264 |      226   |        0   |     329 |       0 |       0 |       0 |       0 |      50    |     0    |
       1  |    120 |       9 |      266 |      232   |        0   |     330 |       0 |       0 |       0 |       0 |      50    |     0    |
       1  |    121 |       9 |      269 |      234   |        0   |     333 |       0 |       0 |       0 |       0 |      51    |     0    |
       1  |    122 |      11 |      272 |      236   |        0   |     338 |       0 |       0 |       0 |       0 |      52    |     0    |
       1  |    123 |       0 |      272 |      236   |        0   |     338 |       0 |       0 |       0 |       0 |      52    |     0    |
       1  |    124 |       0 |      272 |      236   |        0   |     338 |       0 |       0 |       0 |       0 |      52    |     0    |
       1  |    125 |      15 |      277 |      238   |        0   |     345 |       0 |       0 |       0 |       0 |      53    |     0    |
       1  |    126 |      11 |      280 |      240   |        0   |     350 |       0 |       0 |       0 |       0 |      54    |     0    |
       1  |    127 |       0 |      280 |      240   |        0   |     350 |       0 |       0 |       0 |       0 |      54    |     0    |
       1  |    128 |      19 |      285 |      242   |        0   |     361 |       0 |       0 |       0 |       0 |      55    |     0    |
       1  |    129 |       0 |      285 |      242   |        0   |     361 |       0 |       0 |       0 |       0 |      55    |     0    |
       1  |    130 |      13 |      289 |      250   |        0   |     362 |       0 |       0 |       0 |       0 |      55    |     0    |
       1  |    131 |       0 |      289 |      250   |        0   |     362 |       0 |       0 |       0 |       0 |      55    |     0    |
       1  |    132 |      80 |      307 |      304   |        0   |     369 |       0 |       0 |       0 |       0 |      56    |     0    |
       1  |    133 |      64 |      321 |      346   |        0   |     376 |       0 |       0 |       0 |       0 |      57    |     0    |
       1  |    134 |      29 |      326 |      358   |        0   |     387 |       0 |       0 |       0 |       0 |      58    |     0    |
       1  |    135 |      13 |      329 |      360   |        0   |     394 |       0 |       0 |       0 |       0 |      59    |     0    |
       1  |    136 |      13 |      332 |      362   |        0   |     401 |       0 |       0 |       0 |       0 |      60    |     0    |
       1  |    137 |       8 |      334 |      364   |        0   |     404 |       0 |       0 |       0 |       0 |      61    |     0    |
       1  |    138 |      11 |      337 |      366   |        0   |     409 |       0 |       0 |       0 |       0 |      62    |     0    |
       1  |    139 |       9 |      340 |      368   |        0   |     412 |       0 |       0 |       0 |       0 |      63    |     0    |
       1  |    140 |      15 |      343 |      372   |        0   |     419 |       0 |       0 |       0 |       0 |      64    |     0    |
       1  |    141 |      13 |      346 |      374   |        0   |     426 |       0 |       0 |       0 |       0 |      65    |     0    |
       1  |    142 |       7 |      348 |      378   |        0   |     427 |       0 |       0 |       0 |       0 |      65    |     0    |
       1  |    143 |      13 |      351 |      380   |        0   |     434 |       0 |       0 |       0 |       0 |      66    |     0    |
       1  |    144 |      11 |      354 |      382   |        0   |     439 |       0 |       0 |       0 |       0 |      67    |     0    |
       1  |    145 |       0 |      354 |      382   |        0   |     439 |       0 |       0 |       0 |       0 |      67    |     0    |
       1  |    146 |      13 |      359 |      384   |        0   |     444 |       0 |       0 |       0 |       0 |      68    |     0    |
       1  |    147 |       0 |      359 |      384   |        0   |     444 |       0 |       0 |       0 |       0 |      68    |     0    |
       1  |    148 |      11 |      363 |      390   |        0   |     445 |       0 |       0 |       0 |       0 |      68    |     0    |
       1  |    149 |       0 |      363 |      390   |        0   |     445 |       0 |       0 |       0 |       0 |      68    |     0    |
       1  |    150 |      11 |      367 |      396   |        0   |     446 |       0 |       0 |       0 |       0 |      68    |     0    |
       1  |    151 |      10 |      369 |      398   |        0   |     451 |       0 |       0 |       0 |       0 |      69    |     0    |
       1  |    152 |       8 |      371 |      400   |        0   |     454 |       0 |       0 |       0 |       0 |      70    |     0    |
       1  |    153 |      15 |      374 |      406   |        0   |     459 |       0 |       0 |       0 |       0 |      71    |     0    |
       1  |    154 |      19 |      379 |      416   |        0   |     462 |       0 |       0 |       0 |       0 |      72    |     0    |
       1  |    155 |      13 |      382 |      418   |        0   |     469 |       0 |       0 |       0 |       0 |      73    |     0    |
       1  |    156 |       0 |      382 |      418   |        0   |     469 |       0 |       0 |       0 |       0 |      73    |     0    |
       1  |    157 |      11 |      392 |      418   |        0   |     469 |       0 |       0 |       0 |       0 |      74    |     0    |
       1  |    158 |       0 |      392 |      418   |        0   |     469 |       0 |       0 |       0 |       0 |      74    |     0    |
       1  |    159 |       0 |      392 |      418   |        0   |     469 |       0 |       0 |       0 |       0 |      74    |     0    |
       1  |    160 |       0 |      392 |      418   |        0   |     469 |       0 |       0 |       0 |       0 |      74    |     0    |
       1  |    161 |      19 |      399 |      420   |        0   |     478 |       0 |       0 |       0 |       0 |      75    |     0    |
       1  |    162 |       0 |      399 |      420   |        0   |     478 |       0 |       0 |       0 |       0 |      75    |     0    |
       1  |    163 |       0 |      399 |      420   |        0   |     478 |       0 |       0 |       0 |       0 |      75    |     0    |
       1  |    164 |       0 |      399 |      420   |        0   |     478 |       0 |       0 |       0 |       0 |      75    |     0    |
       1  |    165 |      15 |      406 |      422   |        0   |     483 |       0 |       0 |       0 |       0 |      76    |     0    |
       1  |    166 |      11 |      409 |      424   |        0   |     488 |       0 |       0 |       0 |       0 |      77    |     0    |
       1  |    167 |       0 |      409 |      424   |        0   |     488 |       0 |       0 |       0 |       0 |      77    |     0    |
       1  |    168 |       0 |      409 |      424   |        0   |     488 |       0 |       0 |       0 |       0 |      77    |     0    |
       1  |    169 |      13 |      414 |      426   |        0   |     493 |       0 |       0 |       0 |       0 |      78    |     0    |
       1  |    170 |       9 |      417 |      428   |        0   |     496 |       0 |       0 |       0 |       0 |      79    |     0    |
       1  |    171 |       0 |      417 |      428   |        0   |     496 |       0 |       0 |       0 |       0 |      79    |     0    |
       1  |    172 |      12 |      421 |      430   |        0   |     501 |       0 |       0 |       0 |       0 |      80    |     0    |
       1  |    173 |      43 |      437 |      456   |        0   |     502 |       0 |       0 |       0 |       0 |      80    |     0    |
       1  |    174 |      27 |      448 |      466   |        0   |     507 |       0 |       0 |       0 |       0 |      81    |     0    |
       1  |    175 |      50 |      462 |      496   |        0   |     512 |       0 |       0 |       0 |       0 |      82    |     0    |
       1  |    176 |       0 |      462 |      496   |        0   |     512 |       0 |       0 |       0 |       0 |      82    |     0    |
       1  |    177 |       0 |      462 |      496   |        0   |     512 |       0 |       0 |       0 |       0 |      82    |     0    |
       1  |    178 |       0 |      462 |      496   |        0   |     512 |       0 |       0 |       0 |       0 |      82    |     0    |
       1  |    179 |      19 |      469 |      498   |        0   |     521 |       0 |       0 |       0 |       0 |      83    |     0    |
       1  |    180 |      15 |      472 |      504   |        0   |     526 |       0 |       0 |       0 |       0 |      84    |     0    |
       1  |    181 |      11 |      475 |      506   |        0   |     531 |       0 |       0 |       0 |       0 |      85    |     0    |
       1  |    182 |       0 |      475 |      506   |        0   |     531 |       0 |       0 |       0 |       0 |      85    |     0    |
       1  |    183 |       0 |      475 |      506   |        0   |     531 |       0 |       0 |       0 |       0 |      85    |     0    |
       1  |    184 |      11 |      485 |      506   |        0   |     531 |       0 |       0 |       0 |       0 |      86    |     0    |
       1  |    185 |       0 |      485 |      506   |        0   |     531 |       0 |       0 |       0 |       0 |      86    |     0    |
       1  |    186 |       0 |      485 |      506   |        0   |     531 |       0 |       0 |       0 |       0 |      86    |     0    |
       1  |    187 |      17 |      490 |      508   |        0   |     540 |       0 |       0 |       0 |       0 |      87    |     0    |
       1  |    188 |      11 |      493 |      510   |        0   |     545 |       0 |       0 |       0 |       0 |      88    |     0    |
       1  |    189 |       0 |      493 |      510   |        0   |     545 |       0 |       0 |       0 |       0 |      88    |     0    |
       1  |    190 |       0 |      493 |      510   |        0   |     545 |       0 |       0 |       0 |       0 |      88    |     0    |
       1  |    191 |       0 |      493 |      510   |        0   |     545 |       0 |       0 |       0 |       0 |      88    |     0    |
       1  |    192 |       0 |      493 |      510   |        0   |     545 |       0 |       0 |       0 |       0 |      88    |     0    |
       1  |    193 |      34 |      509 |      522   |        0   |     550 |       0 |       0 |       0 |       0 |      89    |     0    |
       1  |    194 |      82 |      527 |      576   |        0   |     559 |       0 |       0 |       0 |       0 |      90    |     0    |
       1  |    195 |      16 |      531 |      584   |        0   |     562 |       0 |       0 |       0 |       0 |      91    |     0    |
       1  |    196 |      11 |      534 |      586   |        0   |     567 |       0 |       0 |       0 |       0 |      92    |     0    |
       1  |    197 |      11 |      537 |      588   |        0   |     572 |       0 |       0 |       0 |       0 |      93    |     0    |
       1  |    198 |       0 |      537 |      588   |        0   |     572 |       0 |       0 |       0 |       0 |      93    |     0    |
       1  |    199 |       0 |      537 |      588   |        0   |     572 |       0 |       0 |       0 |       0 |      93    |     0    |
       1  |    200 |       0 |      537 |      588   |        0   |     572 |       0 |       0 |       0 |       0 |      93    |     0    |
       1  |    201 |       0 |      537 |      588   |        0   |     572 |       0 |       0 |       0 |       0 |      93    |     0    |
       1  |    202 |      15 |      544 |      590   |        0   |     577 |       0 |       0 |       0 |       0 |      94    |     0    |
       1  |    203 |       0 |      544 |      590   |        0   |     577 |       0 |       0 |       0 |       0 |      94    |     0    |
       1  |    204 |       0 |      544 |      590   |        0   |     577 |       0 |       0 |       0 |       0 |      94    |     0    |
       1  |    205 |       0 |      544 |      590   |        0   |     577 |       0 |       0 |       0 |       0 |      94    |     0    |
       1  |    206 |       0 |      544 |      590   |        0   |     577 |       0 |       0 |       0 |       0 |      94    |     0    |
       1  |    207 |       0 |      544 |      590   |        0   |     577 |       0 |       0 |       0 |       0 |      94    |     0    |
       1  |    208 |       0 |      544 |      590   |        0   |     577 |       0 |       0 |       0 |       0 |      94    |     0    |
       1  |    209 |       0 |      544 |      590   |        0   |     577 |       0 |       0 |       0 |       0 |      94    |     0    |
       1  |    210 |       0 |      544 |      590   |        0   |     577 |       0 |       0 |       0 |       0 |      94    |     0    |
       1  |    211 |       0 |      544 |      590   |        0   |     577 |       0 |       0 |       0 |       0 |      94    |     0    |
       1  |    212 |      21 |      553 |      592   |        0   |     586 |       0 |       0 |       0 |       0 |      95    |     0    |
       1  |    213 |      23 |      556 |      602   |        0   |     595 |       0 |       0 |       0 |       0 |      96    |     0    |
       1  |    214 |      56 |      570 |      632   |        0   |     606 |       0 |       0 |       0 |       0 |      97    |     0    |
       1  |    215 |      31 |      575 |      648   |        0   |     615 |       0 |       0 |       0 |       0 |      98    |     0    |
       1  |    216 |       9 |      577 |      654   |        0   |     616 |       0 |       0 |       0 |       0 |      98    |     0    |
       1  |    217 |      11 |      580 |      656   |        0   |     621 |       0 |       0 |       0 |       0 |      99    |     0    |
       1  |    218 |       0 |      580 |      656   |        0   |     621 |       0 |       0 |       0 |       0 |      99    |     0    |
       1  |    219 |      11 |      585 |      658   |        0   |     624 |       0 |       0 |       0 |       0 |     100    |     0    |
       1  |    220 |      15 |      588 |      660   |        0   |     633 |       0 |       0 |       0 |       0 |     101    |     0    |
       1  |    221 |       0 |      588 |      660   |        0   |     633 |       0 |       0 |       0 |       0 |     101    |     0    |
       1  |    222 |      13 |      593 |      662   |        0   |     638 |       0 |       0 |       0 |       0 |     102    |     0    |
       1  |    223 |       0 |      593 |      662   |        0   |     638 |       0 |       0 |       0 |       0 |     102    |     0    |
       1  |    224 |       0 |      593 |      662   |        0   |     638 |       0 |       0 |       0 |       0 |     102    |     0    |
       1  |    225 |       0 |      593 |      662   |        0   |     638 |       0 |       0 |       0 |       0 |     102    |     0    |
       1  |    226 |       0 |      593 |      662   |        0   |     638 |       0 |       0 |       0 |       0 |     102    |     0    |
       1  |    227 |       0 |      593 |      662   |        0   |     638 |       0 |       0 |       0 |       0 |     102    |     0    |
       1  |    228 |       0 |      593 |      662   |        0   |     638 |       0 |       0 |       0 |       0 |     102    |     0    |
       1  |    229 |      14 |      599 |      664   |        0   |     643 |       0 |       0 |       0 |       0 |     103    |     0    |
       1  |    230 |       0 |      599 |      664   |        0   |     643 |       0 |       0 |       0 |       0 |     103    |     0    |
       1  |    231 |       0 |      599 |      664   |        0   |     643 |       0 |       0 |       0 |       0 |     103    |     0    |
       1  |    232 |      17 |      604 |      666   |        0   |     652 |       0 |       0 |       0 |       0 |     104    |     0    |
       1  |    233 |      41 |      618 |      692   |        0   |     653 |       0 |       0 |       0 |       0 |     104    |     0    |
       1  |    234 |      11 |      620 |      700   |        0   |     654 |       0 |       0 |       0 |       0 |     104    |     0    |
       1  |    235 |      44 |      632 |      726   |        0   |     659 |       0 |       0 |       0 |       0 |     105    |     0    |
       1  |    236 |       0 |      632 |      726   |        0   |     659 |       0 |       0 |       0 |       0 |     105    |     0    |
       1  |    237 |       0 |      632 |      726   |        0   |     659 |       0 |       0 |       0 |       0 |     105    |     0    |
       1  |    238 |       0 |      632 |      726   |        0   |     659 |       0 |       0 |       0 |       0 |     105    |     0    |
       1  |    239 |      17 |      639 |      728   |        0   |     666 |       0 |       0 |       0 |       0 |     106    |     0    |
       1  |    240 |      13 |      642 |      730   |        0   |     673 |       0 |       0 |       0 |       0 |     107    |     0    |
       1  |    241 |      11 |      645 |      732   |        0   |     678 |       0 |       0 |       0 |       0 |     108    |     0    |
       1  |    242 |       9 |      648 |      734   |        0   |     681 |       0 |       0 |       0 |       0 |     109    |     0    |
       1  |    243 |       8 |      650 |      736   |        0   |     684 |       0 |       0 |       0 |       0 |     110    |     0    |
       1  |    244 |       9 |      652 |      742   |        0   |     685 |       0 |       0 |       0 |       0 |     110    |     0    |
       1  |    245 |       0 |      652 |      742   |        0   |     685 |       0 |       0 |       0 |       0 |     110    |     0    |
       1  |    246 |       0 |      652 |      742   |        0   |     685 |       0 |       0 |       0 |       0 |     110    |     0    |
       1  |    247 |       0 |      652 |      742   |        0   |     685 |       0 |       0 |       0 |       0 |     110    |     0    |
       1  |    248 |       0 |      652 |      742   |        0   |     685 |       0 |       0 |       0 |       0 |     110    |     0    |
       1  |    249 |       0 |      652 |      742   |        0   |     685 |       0 |       0 |       0 |       0 |     110    |     0    |
       1  |    250 |       0 |      652 |      742   |        0   |     685 |       0 |       0 |       0 |       0 |     110    |     0    |
       1  |    251 |      15 |      659 |      744   |        0   |     690 |       0 |       0 |       0 |       0 |     111    |     0    |
       1  |    252 |      15 |      662 |      746   |        0   |     699 |       0 |       0 |       0 |       0 |     112    |     0    |
       1  |    253 |       0 |      662 |      746   |        0   |     699 |       0 |       0 |       0 |       0 |     112    |     0    |
       1  |    254 |      15 |      667 |      750   |        0   |     704 |       0 |       0 |       0 |       0 |     113    |     0    |
       1  |    255 |      13 |      671 |      758   |        0   |     705 |       0 |       0 |       0 |       0 |     113    |     0    |
       1  |    256 |       0 |      671 |      758   |        0   |     705 |       0 |       0 |       0 |       0 |     113    |     0    |
       1  |    257 |       0 |      671 |      758   |        0   |     705 |       0 |       0 |       0 |       0 |     113    |     0    |
       1  |    258 |       0 |      671 |      758   |        0   |     705 |       0 |       0 |       0 |       0 |     113    |     0    |
       1  |    259 |       0 |      671 |      758   |        0   |     705 |       0 |       0 |       0 |       0 |     113    |     0    |
       1  |    260 |       0 |      671 |      758   |        0   |     705 |       0 |       0 |       0 |       0 |     113    |     0    |
       1  |    261 |       0 |      671 |      758   |        0   |     705 |       0 |       0 |       0 |       0 |     113    |     0    |
       1  |    262 |       0 |      671 |      758   |        0   |     705 |       0 |       0 |       0 |       0 |     113    |     0    |
       1  |    263 |       0 |      671 |      758   |        0   |     705 |       0 |       0 |       0 |       0 |     113    |     0    |
       1  |    264 |      14 |      679 |      760   |        0   |     708 |       0 |       0 |       0 |       0 |     114    |     0    |
       1  |    265 |      13 |      682 |      762   |        0   |     715 |       0 |       0 |       0 |       0 |     115    |     0    |
       1  |    266 |       9 |      685 |      764   |        0   |     718 |       0 |       0 |       0 |       0 |     116    |     0    |
       1  |    267 |       0 |      685 |      764   |        0   |     718 |       0 |       0 |       0 |       0 |     116    |     0    |
       1  |    268 |      19 |      690 |      766   |        0   |     729 |       0 |       0 |       0 |       0 |     117    |     0    |
       1  |    269 |       0 |      690 |      766   |        0   |     729 |       0 |       0 |       0 |       0 |     117    |     0    |
       1  |    270 |      13 |      695 |      768   |        0   |     734 |       0 |       0 |       0 |       0 |     118    |     0    |
       1  |    271 |       0 |      695 |      768   |        0   |     734 |       0 |       0 |       0 |       0 |     118    |     0    |
       1  |    272 |       0 |      695 |      768   |        0   |     734 |       0 |       0 |       0 |       0 |     118    |     0    |
       1  |    273 |       0 |      695 |      768   |        0   |     734 |       0 |       0 |       0 |       0 |     118    |     0    |
       1  |    274 |      19 |      702 |      770   |        0   |     743 |       0 |       0 |       0 |       0 |     119    |     0    |
       1  |    275 |      13 |      705 |      774   |        0   |     748 |       0 |       0 |       0 |       0 |     120    |     0    |
       1  |    276 |      15 |      708 |      776   |        0   |     757 |       0 |       0 |       0 |       0 |     121    |     0    |
       1  |    277 |       9 |      711 |      778   |        0   |     760 |       0 |       0 |       0 |       0 |     122    |     0    |
       1  |    278 |       0 |      711 |      778   |        0   |     760 |       0 |       0 |       0 |       0 |     122    |     0    |
       1  |    279 |       0 |      711 |      778   |        0   |     760 |       0 |       0 |       0 |       0 |     122    |     0    |
       1  |    280 |       0 |      711 |      778   |        0   |     760 |       0 |       0 |       0 |       0 |     122    |     0    |
       1  |    281 |      12 |      717 |      780   |        0   |     763 |       0 |       0 |       0 |       0 |     123    |     0    |
       1  |    282 |       0 |      717 |      780   |        0   |     763 |       0 |       0 |       0 |       0 |     123    |     0    |
       1  |    283 |      15 |      722 |      782   |        0   |     770 |       0 |       0 |       0 |       0 |     124    |     0    |
       1  |    284 |       0 |      722 |      782   |        0   |     770 |       0 |       0 |       0 |       0 |     124    |     0    |
       1  |    285 |       0 |      722 |      782   |        0   |     770 |       0 |       0 |       0 |       0 |     124    |     0    |
       1  |    286 |       0 |      722 |      782   |        0   |     770 |       0 |       0 |       0 |       0 |     124    |     0    |
       1  |    287 |       0 |      722 |      782   |        0   |     770 |       0 |       0 |       0 |       0 |     124    |     0    |
       1  |    288 |       0 |      722 |      782   |        0   |     770 |       0 |       0 |       0 |       0 |     124    |     0    |
       1  |    289 |       0 |      722 |      782   |        0   |     770 |       0 |       0 |       0 |       0 |     124    |     0    |
       1  |    290 |       0 |      722 |      782   |        0   |     770 |       0 |       0 |       0 |       0 |     124    |     0    |
       1  |    291 |       0 |      722 |      782   |        0   |     770 |       0 |       0 |       0 |       0 |     124    |     0    |
       1  |    292 |      21 |      731 |      784   |        0   |     779 |       0 |       0 |       0 |       0 |     125    |     0    |
       1  |    293 |      15 |      734 |      786   |        0   |     788 |       0 |       0 |       0 |       0 |     126    |     0    |
       1  |    294 |       0 |      734 |      786   |        0   |     788 |       0 |       0 |       0 |       0 |     126    |     0    |
       1  |    295 |      13 |      739 |      788   |        0   |     793 |       0 |       0 |       0 |       0 |     127    |     0    |
       1  |    296 |       0 |      739 |      788   |        0   |     793 |       0 |       0 |       0 |       0 |     127    |     0    |
       1  |    297 |       0 |      739 |      788   |        0   |     793 |       0 |       0 |       0 |       0 |     127    |     0    |
       1  |    298 |       0 |      739 |      788   |        0   |     793 |       0 |       0 |       0 |       0 |     127    |     0    |
       1  |    299 |       5 |      744 |      788   |        0   |     793 |       0 |       0 |       0 |       0 |     127    |     0    |
       2  |      0 |       0 |        0 |        0   |        0   |       0 |       0 |       0 |       0 |       0 |       0    |     0    |
       2  |      1 |       0 |        0 |        0   |        0   |       0 |       0 |       0 |       0 |       0 |       0    |     0    |
       2  |      2 |       0 |        0 |        0   |        0   |       0 |       0 |       0 |       0 |       0 |       0    |     0    |
       2  |      3 |       0 |        0 |        0   |        0   |       0 |       0 |       0 |       0 |       0 |       0    |     0    |
       2  |      4 |      16 |        7 |        3   |        0   |       5 |       0 |       0 |       0 |       0 |       1    |     0    |
       2  |      5 |       0 |        7 |        3   |        0   |       5 |       0 |       0 |       0 |       0 |       1    |     0    |
       2  |      6 |       0 |        7 |        3   |        0   |       5 |       0 |       0 |       0 |       0 |       1    |     0    |
       2  |      7 |       0 |        7 |        3   |        0   |       5 |       0 |       0 |       0 |       0 |       1    |     0    |
       2  |      8 |       0 |        7 |        3   |        0   |       5 |       0 |       0 |       0 |       0 |       1    |     0    |
       2  |      9 |       0 |        7 |        3   |        0   |       5 |       0 |       0 |       0 |       0 |       1    |     0    |
       2  |     10 |       0 |        7 |        3   |        0   |       5 |       0 |       0 |       0 |       0 |       1    |     0    |
       2  |     11 |       0 |        7 |        3   |        0   |       5 |       0 |       0 |       0 |       0 |       1    |     0    |
       2  |     12 |       0 |        7 |        3   |        0   |       5 |       0 |       0 |       0 |       0 |       1    |     0    |
       2  |     13 |      25 |       18 |       11   |        0   |      10 |       0 |       0 |       0 |       0 |       2    |     0    |
       2  |     14 |      14 |       21 |       16   |        0   |      15 |       0 |       0 |       0 |       0 |       3    |     0    |
       2  |     15 |       8 |       23 |       21   |        0   |      16 |       0 |       0 |       0 |       0 |       3    |     0    |
       2  |     16 |      14 |       26 |       26   |        0   |      21 |       0 |       0 |       0 |       0 |       4    |     0    |
       2  |     17 |       0 |       26 |       26   |        0   |      21 |       0 |       0 |       0 |       0 |       4    |     0    |
       2  |     18 |      11 |       30 |       29   |        0   |      24 |       0 |       0 |       0 |       0 |       5    |     0    |
       2  |     19 |       0 |       30 |       29   |        0   |      24 |       0 |       0 |       0 |       0 |       5    |     0    |
       2  |     20 |      14 |       35 |       32   |        0   |      29 |       0 |       0 |       0 |       0 |       6    |     0    |
       2  |     21 |       0 |       35 |       32   |        0   |      29 |       0 |       0 |       0 |       0 |       6    |     0    |
       2  |     22 |       0 |       35 |       32   |        0   |      29 |       0 |       0 |       0 |       0 |       6    |     0    |
