2400.000 62.559 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01.avi
2400.000 62.475 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02.avi
2400.000 62.964 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03.avi
2400.000 65.797 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04.avi
2400.000 55.660 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05.avi
2400.000 63.814 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06.avi
2400.000 75.308 ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01.avi
2400.000 51.166 ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02.avi
2400.000 70.453 ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03.avi
2400.000 41.810 ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04.avi
2400.000 111.053 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c01.avi
2400.000 91.233 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c02.avi
2400.000 104.342 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c03.avi
2400.000 104.907 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c04.avi
2400.000 102.386 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c05.avi
2400.000 106.119 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c06.avi
2400.000 123.480 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c01.avi
2400.000 131.359 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c02.avi
2400.000 19.796 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c03.avi
2400.000 112.061 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c04.avi
2400.000 108.019 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c05.avi
2400.000 131.858 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c06.avi
2400.000 93.127 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c07.avi
2400.000 78.248 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c01.avi
2400.000 71.779 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c02.avi
2400.000 73.744 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c03.avi
2400.000 85.335 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c04.avi
2400.000 66.871 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c05.avi
2400.000 98.079 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c06.avi
2400.000 64.356 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c07.avi
2400.000 104.406 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c01.avi
2400.000 103.580 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c02.avi
2400.000 99.930 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c03.avi
2400.000 96.020 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c04.avi
2400.000 68.237 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c05.avi
2400.000 75.379 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c06.avi
2400.000 67.602 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c07.avi
2400.000 57.860 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c01.avi
2400.000 54.449 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c02.avi
2400.000 90.470 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c03.avi
2400.000 101.397 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c04.avi
2400.000 69.255 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c05.avi
2400.000 67.429 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c06.avi
2400.000 85.053 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c07.avi
2400.000 54.090 ApplyLipstick/v_ApplyLipstick_g01_c01.avi
2400.000 52.662 ApplyLipstick/v_ApplyLipstick_g01_c02.avi
2400.000 49.833 ApplyLipstick/v_ApplyLipstick_g01_c03.avi
2400.000 51.468 ApplyLipstick/v_ApplyLipstick_g01_c04.avi
2400.000 57.913 ApplyLipstick/v_ApplyLipstick_g01_c05.avi
2400.000 8.865 ApplyLipstick/v_ApplyLipstick_g02_c01.avi
2400.000 16.417 ApplyLipstick/v_ApplyLipstick_g02_c02.avi
2400.000 23.582 ApplyLipstick/v_ApplyLipstick_g02_c03.avi
2400.000 15.230 ApplyLipstick/v_ApplyLipstick_g02_c04.avi
2400.000 52.050 ApplyLipstick/v_ApplyLipstick_g03_c01.avi
2400.000 72.346 ApplyLipstick/v_ApplyLipstick_g03_c02.avi
2400.000 77.072 ApplyLipstick/v_ApplyLipstick_g03_c03.avi
2400.000 72.993 ApplyLipstick/v_ApplyLipstick_g03_c04.avi
2400.000 79.959 ApplyLipstick/v_ApplyLipstick_g04_c01.avi
2400.000 71.538 ApplyLipstick/v_ApplyLipstick_g04_c02.avi
2400.000 124.443 ApplyLipstick/v_ApplyLipstick_g04_c03.avi
2400.000 85.574 ApplyLipstick/v_ApplyLipstick_g04_c04.avi
2400.000 112.030 ApplyLipstick/v_ApplyLipstick_g04_c05.avi
2400.000 83.523 ApplyLipstick/v_ApplyLipstick_g05_c01.avi
2400.000 52.046 ApplyLipstick/v_ApplyLipstick_g05_c02.avi
2400.000 55.607 ApplyLipstick/v_ApplyLipstick_g05_c03.avi
2400.000 70.672 ApplyLipstick/v_ApplyLipstick_g05_c04.avi
2400.000 76.819 ApplyLipstick/v_ApplyLipstick_g05_c05.avi
2400.000 68.980 ApplyLipstick/v_ApplyLipstick_g06_c01.avi
2400.000 50.648 ApplyLipstick/v_ApplyLipstick_g06_c02.avi
2400.000 58.730 ApplyLipstick/v_ApplyLipstick_g06_c03.avi
2400.000 78.844 ApplyLipstick/v_ApplyLipstick_g06_c04.avi
2400.000 93.660 ApplyLipstick/v_ApplyLipstick_g06_c05.avi
2400.000 20.888 ApplyLipstick/v_ApplyLipstick_g07_c01.avi
2400.000 31.167 ApplyLipstick/v_ApplyLipstick_g07_c02.avi
2400.000 21.810 ApplyLipstick/v_ApplyLipstick_g07_c03.avi
2400.000 32.607 ApplyLipstick/v_ApplyLipstick_g07_c04.avi
2400.000 167.364 Archery/v_Archery_g01_c01.avi
2400.000 139.293 Archery/v_Archery_g01_c02.avi
2400.000 173.513 Archery/v_Archery_g01_c03.avi
2400.000 154.862 Archery/v_Archery_g01_c04.avi
2400.000 146.835 Archery/v_Archery_g01_c05.avi
2400.000 170.208 Archery/v_Archery_g01_c06.avi
2400.000 129.837 Archery/v_Archery_g01_c07.avi
2400.000 141.628 Archery/v_Archery_g02_c01.avi
2400.000 143.000 Archery/v_Archery_g02_c02.avi
2400.000 141.625 Archery/v_Archery_g02_c03.avi
2400.000 136.776 Archery/v_Archery_g02_c04.avi
2400.000 139.560 Archery/v_Archery_g02_c05.avi
2400.000 142.712 Archery/v_Archery_g02_c06.avi
2400.000 138.860 Archery/v_Archery_g02_c07.avi
2400.000 85.617 Archery/v_Archery_g03_c01.avi
2400.000 151.240 Archery/v_Archery_g03_c02.avi
2400.000 208.919 Archery/v_Archery_g03_c03.avi
2400.000 159.686 Archery/v_Archery_g03_c04.avi
2400.000 212.797 Archery/v_Archery_g03_c05.avi
2400.000 160.399 Archery/v_Archery_g04_c01.avi
2400.000 146.532 Archery/v_Archery_g04_c02.avi
2400.000 131.804 Archery/v_Archery_g04_c03.avi
2400.000 148.549 Archery/v_Archery_g04_c04.avi
2400.000 149.014 Archery/v_Archery_g04_c05.avi
2400.000 56.082 Archery/v_Archery_g05_c01.avi
2400.000 50.064 Archery/v_Archery_g05_c02.avi
2400.000 61.656 Archery/v_Archery_g05_c03.avi
2400.000 118.216 Archery/v_Archery_g05_c04.avi
2400.000 89.231 Archery/v_Archery_g05_c05.avi
2400.000 90.188 Archery/v_Archery_g06_c01.avi
2400.000 83.605 Archery/v_Archery_g06_c02.avi
2400.000 89.116 Archery/v_Archery_g06_c03.avi
2400.000 131.324 Archery/v_Archery_g06_c04.avi
2400.000 137.047 Archery/v_Archery_g06_c05.avi
2400.000 110.438 Archery/v_Archery_g06_c06.avi
2400.000 56.220 Archery/v_Archery_g07_c01.avi
2400.000 63.958 Archery/v_Archery_g07_c02.avi
2400.000 38.157 Archery/v_Archery_g07_c03.avi
2400.000 42.843 Archery/v_Archery_g07_c04.avi
2400.000 36.688 Archery/v_Archery_g07_c05.avi
2400.000 79.567 Archery/v_Archery_g07_c06.avi
2400.000 58.552 BabyCrawling/v_BabyCrawling_g01_c01.avi
2400.000 83.000 BabyCrawling/v_BabyCrawling_g01_c02.avi
2400.000 87.286 BabyCrawling/v_BabyCrawling_g01_c03.avi
2400.000 88.231 BabyCrawling/v_BabyCrawling_g01_c04.avi
2400.000 44.685 BabyCrawling/v_BabyCrawling_g02_c01.avi
2400.000 40.333 BabyCrawling/v_BabyCrawling_g02_c02.avi
2400.000 106.293 BabyCrawling/v_BabyCrawling_g02_c03.avi
2400.000 92.269 BabyCrawling/v_BabyCrawling_g02_c04.avi
2400.000 50.917 BabyCrawling/v_BabyCrawling_g02_c05.avi
2400.000 73.630 BabyCrawling/v_BabyCrawling_g02_c06.avi
2400.000 169.736 BabyCrawling/v_BabyCrawling_g03_c01.avi
2400.000 181.966 BabyCrawling/v_BabyCrawling_g03_c02.avi
2400.000 205.913 BabyCrawling/v_BabyCrawling_g03_c03.avi
2400.000 213.613 BabyCrawling/v_BabyCrawling_g03_c04.avi
2400.000 86.563 BabyCrawling/v_BabyCrawling_g04_c01.avi
2400.000 63.857 BabyCrawling/v_BabyCrawling_g04_c02.avi
2400.000 126.462 BabyCrawling/v_BabyCrawling_g04_c03.avi
2400.000 93.525 BabyCrawling/v_BabyCrawling_g04_c04.avi
2400.000 93.950 BabyCrawling/v_BabyCrawling_g05_c01.avi
2400.000 79.062 BabyCrawling/v_BabyCrawling_g05_c02.avi
2400.000 75.746 BabyCrawling/v_BabyCrawling_g05_c03.avi
2400.000 73.652 BabyCrawling/v_BabyCrawling_g05_c04.avi
2400.000 74.955 BabyCrawling/v_BabyCrawling_g05_c05.avi
2400.000 76.569 BabyCrawling/v_BabyCrawling_g06_c01.avi
2400.000 75.104 BabyCrawling/v_BabyCrawling_g06_c02.avi
2400.000 72.832 BabyCrawling/v_BabyCrawling_g06_c03.avi
2400.000 78.527 BabyCrawling/v_BabyCrawling_g06_c04.avi
2400.000 74.980 BabyCrawling/v_BabyCrawling_g06_c05.avi
2400.000 74.009 BabyCrawling/v_BabyCrawling_g06_c06.avi
2400.000 97.512 BabyCrawling/v_BabyCrawling_g07_c01.avi
2400.000 113.708 BabyCrawling/v_BabyCrawling_g07_c02.avi
2400.000 102.724 BabyCrawling/v_BabyCrawling_g07_c03.avi
